country,animal,element,year,value
Europe,Sheep,Import Quantity,1971,3817473
Europe,Sheep,Import Quantity,1972,4225792
Europe,Sheep,Import Quantity,1973,3769059
Europe,Sheep,Import Quantity,1974,3178622
Europe,Sheep,Import Quantity,1975,3588800
Europe,Sheep,Import Quantity,1976,3259451
Europe,Sheep,Import Quantity,1977,2838773
Europe,Sheep,Import Quantity,1978,3362542
Europe,Sheep,Import Quantity,1979,3442550
Europe,Sheep,Import Quantity,1980,3469715
Europe,Sheep,Import Quantity,1981,2600124
Europe,Sheep,Import Quantity,1982,2617311
Europe,Sheep,Import Quantity,1983,3197659
Europe,Sheep,Import Quantity,1984,3187429
Europe,Sheep,Import Quantity,1985,3618336
Europe,Sheep,Import Quantity,1986,3748646
Europe,Sheep,Import Quantity,1987,4308512
Europe,Sheep,Import Quantity,1988,3945005
Europe,Sheep,Import Quantity,1989,4967557
Europe,Sheep,Import Quantity,1990,6509461
Europe,Sheep,Import Quantity,1991,7157449
Europe,Sheep,Import Quantity,1992,7172576
Europe,Sheep,Import Quantity,1993,5264349
Europe,Sheep,Import Quantity,1994,5194600
Europe,Sheep,Import Quantity,1995,4749225
Europe,Sheep,Import Quantity,1996,4550374
Europe,Sheep,Import Quantity,1997,3901208
Europe,Sheep,Import Quantity,1998,4094166
Europe,Sheep,Import Quantity,1999,4664033
Europe,Sheep,Import Quantity,2000,4309841
Europe,Sheep,Import Quantity,2001,3773898
Europe,Sheep,Import Quantity,2002,3834762
Europe,Sheep,Import Quantity,2003,3900984
Europe,Sheep,Import Quantity,2004,4116786
Europe,Sheep,Import Quantity,2005,3878645
Europe,Sheep,Import Quantity,2006,4078723
Europe,Sheep,Import Quantity,2007,3930823
Europe,Sheep,Import Quantity,2008,3683902
Europe,Sheep,Import Quantity,2009,3528552
Europe,Sheep,Import Quantity,2010,3492465
Europe,Sheep,Import Quantity,2011,3460267
Europe,Sheep,Import Quantity,2012,2950999
Europe,Sheep,Import Quantity,2013,2868414
Europe,Sheep,Export Quantity,1961,1902374
Europe,Sheep,Export Quantity,1962,1682696
Europe,Sheep,Export Quantity,1963,1932983
Europe,Sheep,Export Quantity,1964,1737277
Europe,Sheep,Export Quantity,1965,2184865
Europe,Sheep,Export Quantity,1966,2239721
Europe,Sheep,Export Quantity,1967,2317430
Europe,Sheep,Export Quantity,1968,2862812
Europe,Sheep,Export Quantity,1969,3286219
Europe,Sheep,Export Quantity,1970,3569606
Europe,Sheep,Export Quantity,1971,3834496
Europe,Sheep,Export Quantity,1972,3958912
Europe,Sheep,Export Quantity,1973,3775119
Europe,Sheep,Export Quantity,1974,3438244
Europe,Sheep,Export Quantity,1975,4602979
Europe,Sheep,Export Quantity,1976,4175926
Europe,Sheep,Export Quantity,1977,4804383
Europe,Sheep,Export Quantity,1978,5497662
Europe,Sheep,Export Quantity,1979,5903904
Europe,Sheep,Export Quantity,1980,5824794
Europe,Sheep,Export Quantity,1981,4299155
Europe,Sheep,Export Quantity,1982,4329237
Europe,Sheep,Export Quantity,1983,5193093
Europe,Sheep,Export Quantity,1984,5200354
Europe,Sheep,Export Quantity,1985,4522000
Europe,Sheep,Export Quantity,1986,4268714
Europe,Sheep,Export Quantity,1987,5496410
Europe,Sheep,Export Quantity,1988,5906654
Europe,Sheep,Export Quantity,1989,5869908
Europe,Sheep,Export Quantity,1990,6802785
Europe,Sheep,Export Quantity,1991,8624210
Europe,Sheep,Export Quantity,1992,9658604
Europe,Sheep,Export Quantity,1993,6718149
Europe,Sheep,Export Quantity,1994,7232205
Europe,Sheep,Export Quantity,1995,6007960
Europe,Sheep,Export Quantity,1996,5837319
Europe,Sheep,Export Quantity,1997,4529449
Europe,Sheep,Export Quantity,1998,4424721
Europe,Sheep,Export Quantity,1999,5081130
Europe,Sheep,Export Quantity,2000,4582343
Europe,Sheep,Export Quantity,2001,4125220
Europe,Sheep,Export Quantity,2002,4120026
Europe,Sheep,Export Quantity,2003,4593638
Europe,Sheep,Export Quantity,2004,4536042
Europe,Sheep,Export Quantity,2005,4713336
Europe,Sheep,Export Quantity,2006,4486087
Europe,Sheep,Export Quantity,2007,4379138
Europe,Sheep,Export Quantity,2008,3836129
Europe,Sheep,Export Quantity,2009,4162554
Europe,Sheep,Export Quantity,2010,4454207
Europe,Sheep,Export Quantity,2011,5176092
Europe,Sheep,Export Quantity,2012,4602039
Europe,Sheep,Export Quantity,2013,4831079
Eastern Europe,Cattle,Export Quantity,1990,1027074
Eastern Europe,Cattle,Export Quantity,1992,1071683
Eastern Europe,Cattle,Export Quantity,1994,1050858
Eastern Europe,Cattle,Export Quantity,1995,1136024
Eastern Europe,Cattle,Export Quantity,2000,1025589
Eastern Europe,Cattle,Export Quantity,2002,1032654
Eastern Europe,Cattle,Export Quantity,2003,1036395
Eastern Europe,Cattle,Export Quantity,2004,1122516
Eastern Europe,Cattle,Export Quantity,2005,1214542
Eastern Europe,Cattle,Export Quantity,2006,1448888
Eastern Europe,Cattle,Export Quantity,2007,1235096
Eastern Europe,Cattle,Export Quantity,2008,1073842
Eastern Europe,Cattle,Export Quantity,2009,1213896
Eastern Europe,Cattle,Export Quantity,2010,1179074
Eastern Europe,Cattle,Export Quantity,2011,1090882
Eastern Europe,Cattle,Export Quantity,2012,1060548
Eastern Europe,Pigs,Import Quantity,1987,1009212
Eastern Europe,Pigs,Import Quantity,1990,1181740
Eastern Europe,Pigs,Import Quantity,2005,1447486
Eastern Europe,Pigs,Import Quantity,2006,1765199
Eastern Europe,Pigs,Import Quantity,2007,1775747
Eastern Europe,Pigs,Import Quantity,2008,3240035
Eastern Europe,Pigs,Import Quantity,2009,5526846
Eastern Europe,Pigs,Import Quantity,2010,5469641
Eastern Europe,Pigs,Import Quantity,2011,5549073
Eastern Europe,Pigs,Import Quantity,2012,7240507
Eastern Europe,Pigs,Import Quantity,2013,8178431
Eastern Europe,Pigs,Export Quantity,2009,1163224
Eastern Europe,Pigs,Export Quantity,2010,1470714
Eastern Europe,Pigs,Export Quantity,2011,1162612
Eastern Europe,Pigs,Export Quantity,2012,1610916
Eastern Europe,Pigs,Export Quantity,2013,1947290
Eastern Europe,Sheep,Import Quantity,1961,1757394
Eastern Europe,Sheep,Import Quantity,1962,1379100
Eastern Europe,Sheep,Import Quantity,1963,1248813
Eastern Europe,Sheep,Import Quantity,1964,1147728
Eastern Europe,Sheep,Import Quantity,1965,1408573
Eastern Europe,Sheep,Import Quantity,1966,1926844
Eastern Europe,Sheep,Import Quantity,1967,1674749
Eastern Europe,Sheep,Import Quantity,1968,1092101
Eastern Europe,Sheep,Import Quantity,1970,1004239
Eastern Europe,Sheep,Import Quantity,1971,1023833
Eastern Europe,Sheep,Import Quantity,1972,1236438
Eastern Europe,Sheep,Import Quantity,1973,1258515
Eastern Europe,Sheep,Import Quantity,1974,1218163
Eastern Europe,Sheep,Import Quantity,1975,1020769
Eastern Europe,Sheep,Export Quantity,1965,1282209
Eastern Europe,Sheep,Export Quantity,1966,1650523
Eastern Europe,Sheep,Export Quantity,1967,1569982
Eastern Europe,Sheep,Export Quantity,1968,1910535
Eastern Europe,Sheep,Export Quantity,1969,2283893
Eastern Europe,Sheep,Export Quantity,1970,2923374
Eastern Europe,Sheep,Export Quantity,1971,3092045
Eastern Europe,Sheep,Export Quantity,1972,3141196
Eastern Europe,Sheep,Export Quantity,1973,3067539
Eastern Europe,Sheep,Export Quantity,1974,2752307
Eastern Europe,Sheep,Export Quantity,1975,3310382
Eastern Europe,Sheep,Export Quantity,1976,2872325
Eastern Europe,Sheep,Export Quantity,1977,3357158
Eastern Europe,Sheep,Export Quantity,1978,3565990
Eastern Europe,Sheep,Export Quantity,1979,4317246
Eastern Europe,Sheep,Export Quantity,1980,4170927
Eastern Europe,Sheep,Export Quantity,1981,3311824
Eastern Europe,Sheep,Export Quantity,1982,3356380
Eastern Europe,Sheep,Export Quantity,1983,3890241
Eastern Europe,Sheep,Export Quantity,1984,3955067
Eastern Europe,Sheep,Export Quantity,1985,2874998
Eastern Europe,Sheep,Export Quantity,1986,2468929
Eastern Europe,Sheep,Export Quantity,1987,3314677
Eastern Europe,Sheep,Export Quantity,1988,3676024
Eastern Europe,Sheep,Export Quantity,1989,3151927
Eastern Europe,Sheep,Export Quantity,1990,2835976
Eastern Europe,Sheep,Export Quantity,1991,3987446
Eastern Europe,Sheep,Export Quantity,1992,4938805
Eastern Europe,Sheep,Export Quantity,1993,3452086
Eastern Europe,Sheep,Export Quantity,1994,4033756
Eastern Europe,Sheep,Export Quantity,1995,3309293
Eastern Europe,Sheep,Export Quantity,1996,2998400
Eastern Europe,Sheep,Export Quantity,1997,2450275
Eastern Europe,Sheep,Export Quantity,1998,2168502
Eastern Europe,Sheep,Export Quantity,1999,2280421
Eastern Europe,Sheep,Export Quantity,2000,2364522
Eastern Europe,Sheep,Export Quantity,2001,2844664
Eastern Europe,Sheep,Export Quantity,2002,2614182
Eastern Europe,Sheep,Export Quantity,2003,3213600
Eastern Europe,Sheep,Export Quantity,2004,3185533
Eastern Europe,Sheep,Export Quantity,2005,2886100
Eastern Europe,Sheep,Export Quantity,2006,2644663
Eastern Europe,Sheep,Export Quantity,2007,2734433
Eastern Europe,Sheep,Export Quantity,2008,2370581
Eastern Europe,Sheep,Export Quantity,2009,2441062
Eastern Europe,Sheep,Export Quantity,2010,2652817
Eastern Europe,Sheep,Export Quantity,2011,3337906
Eastern Europe,Sheep,Export Quantity,2012,2665658
Eastern Europe,Sheep,Export Quantity,2013,2658413
Northern Europe,Cattle,Export Quantity,1961,1282376
Northern Europe,Cattle,Export Quantity,1963,1181541
Northern Europe,Cattle,Export Quantity,1964,1388652
Northern Europe,Cattle,Export Quantity,1965,1204343
Northern Europe,Cattle,Export Quantity,1967,1057263
Northern Europe,Cattle,Export Quantity,1978,1088473
Northern Europe,Cattle,Export Quantity,1993,1008700
Northern Europe,Cattle,Export Quantity,1994,1033195
Northern Europe,Pigs,Export Quantity,1996,1106823
Northern Europe,Pigs,Export Quantity,1997,1642446
Northern Europe,Pigs,Export Quantity,1998,2252587
Northern Europe,Pigs,Export Quantity,1999,1871107
Northern Europe,Pigs,Export Quantity,2000,2041914
Northern Europe,Pigs,Export Quantity,2001,1666210
Northern Europe,Pigs,Export Quantity,2002,2523413
Northern Europe,Pigs,Export Quantity,2003,2554233
Northern Europe,Pigs,Export Quantity,2004,3015714
Northern Europe,Pigs,Export Quantity,2005,3899690
Northern Europe,Pigs,Export Quantity,2006,4656483
Northern Europe,Pigs,Export Quantity,2007,5231827
Northern Europe,Pigs,Export Quantity,2008,5278086
Northern Europe,Pigs,Export Quantity,2009,7057835
Northern Europe,Pigs,Export Quantity,2010,7345779
Northern Europe,Pigs,Export Quantity,2011,9429204
Northern Europe,Pigs,Export Quantity,2012,10404234
Northern Europe,Pigs,Export Quantity,2013,11567355
Northern Europe,Sheep,Export Quantity,1991,1118263
Northern Europe,Sheep,Export Quantity,1992,1758436
Northern Europe,Sheep,Export Quantity,1994,1110283
Southern Europe,Cattle,Import Quantity,1967,1347293
Southern Europe,Cattle,Import Quantity,1968,1741177
Southern Europe,Cattle,Import Quantity,1969,1998031
Southern Europe,Cattle,Import Quantity,1970,2131301
Southern Europe,Cattle,Import Quantity,1971,2407701
Southern Europe,Cattle,Import Quantity,1972,2690568
Southern Europe,Cattle,Import Quantity,1973,2318813
Southern Europe,Cattle,Import Quantity,1974,1880436
Southern Europe,Cattle,Import Quantity,1975,2343059
Southern Europe,Cattle,Import Quantity,1976,2419227
Southern Europe,Cattle,Import Quantity,1977,1950450
Southern Europe,Cattle,Import Quantity,1978,2193193
Southern Europe,Cattle,Import Quantity,1979,2460023
Southern Europe,Cattle,Import Quantity,1980,2423721
Southern Europe,Cattle,Import Quantity,1981,2322874
Southern Europe,Cattle,Import Quantity,1982,2556311
Southern Europe,Cattle,Import Quantity,1983,2392996
Southern Europe,Cattle,Import Quantity,1984,2254371
Southern Europe,Cattle,Import Quantity,1985,2551814
Southern Europe,Cattle,Import Quantity,1986,2471082
Southern Europe,Cattle,Import Quantity,1987,2346280
Southern Europe,Cattle,Import Quantity,1988,2127740
Southern Europe,Cattle,Import Quantity,1989,2376655
Southern Europe,Cattle,Import Quantity,1990,2407087
Southern Europe,Cattle,Import Quantity,1991,2455527
Southern Europe,Cattle,Import Quantity,1992,2450845
Southern Europe,Cattle,Import Quantity,1993,2075714
Southern Europe,Cattle,Import Quantity,1994,2262357
Southern Europe,Cattle,Import Quantity,1995,2102173
Southern Europe,Cattle,Import Quantity,1996,2393826
Southern Europe,Cattle,Import Quantity,1997,2557503
Southern Europe,Cattle,Import Quantity,1998,2771323
Southern Europe,Cattle,Import Quantity,1999,2630014
Southern Europe,Cattle,Import Quantity,2000,2523235
Southern Europe,Cattle,Import Quantity,2001,2071595
Southern Europe,Cattle,Import Quantity,2002,2713852
Southern Europe,Cattle,Import Quantity,2003,2619474
Southern Europe,Cattle,Import Quantity,2004,2534077
Southern Europe,Cattle,Import Quantity,2005,2612406
Southern Europe,Cattle,Import Quantity,2006,2619465
Southern Europe,Cattle,Import Quantity,2007,2441064
Southern Europe,Cattle,Import Quantity,2008,1915746
Southern Europe,Cattle,Import Quantity,2009,2184707
Southern Europe,Cattle,Import Quantity,2010,2409349
Southern Europe,Cattle,Import Quantity,2011,2259017
Southern Europe,Cattle,Import Quantity,2012,1974743
Southern Europe,Cattle,Import Quantity,2013,2319356
Southern Europe,Pigs,Import Quantity,1980,1171767
Southern Europe,Pigs,Import Quantity,1986,3033661
Southern Europe,Pigs,Import Quantity,1987,2606460
Southern Europe,Pigs,Import Quantity,1988,2261912
Southern Europe,Pigs,Import Quantity,1989,3067276
Southern Europe,Pigs,Import Quantity,1990,3317305
Southern Europe,Pigs,Import Quantity,1991,2631954
Southern Europe,Pigs,Import Quantity,1992,3026313
Southern Europe,Pigs,Import Quantity,1993,3116323
Southern Europe,Pigs,Import Quantity,1994,2835994
Southern Europe,Pigs,Import Quantity,1995,2875617
Southern Europe,Pigs,Import Quantity,1996,3285130
Southern Europe,Pigs,Import Quantity,1997,1552070
Southern Europe,Pigs,Import Quantity,1998,2625315
Southern Europe,Pigs,Import Quantity,1999,3153489
Southern Europe,Pigs,Import Quantity,2000,3119806
Southern Europe,Pigs,Import Quantity,2001,3099004
Southern Europe,Pigs,Import Quantity,2002,3607323
Southern Europe,Pigs,Import Quantity,2003,3291848
Southern Europe,Pigs,Import Quantity,2004,2937707
Southern Europe,Pigs,Import Quantity,2005,2844664
Southern Europe,Pigs,Import Quantity,2006,3882761
Southern Europe,Pigs,Import Quantity,2007,4418818
Southern Europe,Pigs,Import Quantity,2008,3258404
Southern Europe,Pigs,Import Quantity,2009,3224374
Southern Europe,Pigs,Import Quantity,2010,3420634
Southern Europe,Pigs,Import Quantity,2011,3843383
Southern Europe,Pigs,Import Quantity,2012,3460919
Southern Europe,Pigs,Import Quantity,2013,3595674
Southern Europe,Pigs,Export Quantity,2000,1264676
Southern Europe,Pigs,Export Quantity,2001,1051813
Southern Europe,Pigs,Export Quantity,2002,1180571
Southern Europe,Pigs,Export Quantity,2003,1213576
Southern Europe,Pigs,Export Quantity,2004,1529295
Southern Europe,Pigs,Export Quantity,2005,1600968
Southern Europe,Pigs,Export Quantity,2006,1440789
Southern Europe,Pigs,Export Quantity,2007,1940434
Southern Europe,Pigs,Export Quantity,2008,1818220
Southern Europe,Pigs,Export Quantity,2009,2208485
Southern Europe,Pigs,Export Quantity,2010,2253813
Southern Europe,Pigs,Export Quantity,2011,1927226
Southern Europe,Pigs,Export Quantity,2012,1923027
Southern Europe,Pigs,Export Quantity,2013,1764523
Southern Europe,Sheep,Import Quantity,1965,1113258
Southern Europe,Sheep,Import Quantity,1966,1329425
Southern Europe,Sheep,Import Quantity,1967,1196826
Southern Europe,Sheep,Import Quantity,1968,1501656
Southern Europe,Sheep,Import Quantity,1969,1637731
Southern Europe,Sheep,Import Quantity,1970,1959694
Southern Europe,Sheep,Import Quantity,1971,2140157
Southern Europe,Sheep,Import Quantity,1972,2238521
Southern Europe,Sheep,Import Quantity,1973,1750162
Southern Europe,Sheep,Import Quantity,1974,1190809
Southern Europe,Sheep,Import Quantity,1975,1317269
Southern Europe,Sheep,Import Quantity,1976,1008421
Southern Europe,Sheep,Import Quantity,1979,1145970
Southern Europe,Sheep,Import Quantity,1980,1246978
Southern Europe,Sheep,Import Quantity,1981,1123774
Southern Europe,Sheep,Import Quantity,1982,1293502
Southern Europe,Sheep,Import Quantity,1983,1551630
Southern Europe,Sheep,Import Quantity,1984,1562551
Southern Europe,Sheep,Import Quantity,1985,1891009
Southern Europe,Sheep,Import Quantity,1986,1844103
Southern Europe,Sheep,Import Quantity,1987,2176025
Southern Europe,Sheep,Import Quantity,1988,1917884
Southern Europe,Sheep,Import Quantity,1989,2848789
Southern Europe,Sheep,Import Quantity,1990,3790054
Southern Europe,Sheep,Import Quantity,1991,4279355
Southern Europe,Sheep,Import Quantity,1992,4278219
Southern Europe,Sheep,Import Quantity,1993,3025997
Southern Europe,Sheep,Import Quantity,1994,3325538
Southern Europe,Sheep,Import Quantity,1995,3034204
Southern Europe,Sheep,Import Quantity,1996,2997072
Southern Europe,Sheep,Import Quantity,1997,2649460
Southern Europe,Sheep,Import Quantity,1998,2817325
Southern Europe,Sheep,Import Quantity,1999,3063845
Southern Europe,Sheep,Import Quantity,2000,2843310
Southern Europe,Sheep,Import Quantity,2001,2717349
Southern Europe,Sheep,Import Quantity,2002,2966774
Southern Europe,Sheep,Import Quantity,2003,3158656
Southern Europe,Sheep,Import Quantity,2004,3121096
Southern Europe,Sheep,Import Quantity,2005,2879112
Southern Europe,Sheep,Import Quantity,2006,2574944
Southern Europe,Sheep,Import Quantity,2007,2583677
Southern Europe,Sheep,Import Quantity,2008,2377405
Southern Europe,Sheep,Import Quantity,2009,2372518
Southern Europe,Sheep,Import Quantity,2010,2308197
Southern Europe,Sheep,Import Quantity,2011,2025591
Southern Europe,Sheep,Import Quantity,2012,1930164
Southern Europe,Sheep,Import Quantity,2013,2022283
Southern Europe,Sheep,Export Quantity,2013,1176461
Western Europe,Cattle,Import Quantity,1986,1122126
Western Europe,Cattle,Import Quantity,1987,1339173
Western Europe,Cattle,Import Quantity,1988,1210071
Western Europe,Cattle,Import Quantity,1989,1332851
Western Europe,Cattle,Import Quantity,1990,1622217
Western Europe,Cattle,Import Quantity,1991,1496862
Western Europe,Cattle,Import Quantity,1992,1628019
Western Europe,Cattle,Import Quantity,1993,1385163
Western Europe,Cattle,Import Quantity,1994,1636619
Western Europe,Cattle,Import Quantity,1995,1345961
Western Europe,Cattle,Import Quantity,1996,1084756
Western Europe,Cattle,Import Quantity,1997,1256895
Western Europe,Cattle,Import Quantity,1999,1055061
Western Europe,Cattle,Import Quantity,2004,1003156
Western Europe,Cattle,Import Quantity,2005,1045452
Western Europe,Cattle,Import Quantity,2006,1224370
Western Europe,Cattle,Import Quantity,2007,1180418
Western Europe,Cattle,Import Quantity,2008,1218749
Western Europe,Cattle,Import Quantity,2009,1496513
Western Europe,Cattle,Import Quantity,2010,1491417
Western Europe,Cattle,Import Quantity,2011,1418844
Western Europe,Cattle,Import Quantity,2012,1425375
Western Europe,Cattle,Import Quantity,2013,1251495
Western Europe,Cattle,Export Quantity,1968,1302425
Western Europe,Cattle,Export Quantity,1969,1481241
Western Europe,Cattle,Export Quantity,1970,1722735
Western Europe,Cattle,Export Quantity,1971,1869303
